folioviv,foliohog,huespedes,huesp_come,num_trab_d,trab_come,acc_alim1,acc_alim2,acc_alim3,acc_alim4,acc_alim5,acc_alim6,acc_alim7,acc_alim8,acc_alim9,acc_alim10,acc_alim11,acc_alim12,acc_alim13,acc_alim14,acc_alim15,acc_alim16,alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,alim17_12,acc_alim18,telefono,celular,tv_paga,conex_inte,num_auto,anio_auto,num_van,anio_van,num_pickup,anio_picku,num_moto,anio_moto,num_bici,anio_bici,num_trici,anio_trici,num_carret,anio_carre,num_canoa,anio_canoa,num_otro,anio_otro,num_ester,anio_ester,num_grab,anio_grab,num_radio,anio_radio,num_tva,anio_tva,num_tvd,anio_tvd,num_dvd,anio_dvd,num_video,anio_video,num_licua,anio_licua,num_tosta,anio_tosta,num_micro,anio_micro,num_refri,anio_refri,num_estuf,anio_estuf,num_lavad,anio_lavad,num_planc,anio_planc,num_maqui,anio_maqui,num_venti,anio_venti,num_aspir,anio_aspir,num_compu,anio_compu,num_impre,anio_impre,num_juego,anio_juego,esc_radio,er_aparato,er_celular,er_compu,er_aplicac,er_tv,er_otro,recib_tvd,tsalud1_h,tsalud1_m,habito_1,habito_2,habito_3,habito_4,habito_5,habito_6,consumo,nr_viv,tarjeta,pagotarjet,regalotar,regalodado,autocons,regalos,remunera,transferen,parto_g,embarazo_g,negcua,est_alim,est_trans,bene_licon,cond_licon,lts_licon,otros_lts,diconsa,frec_dicon,cond_dicon,pago_dicon,otro_pago
2060674714,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,2,7,2,7,0,7,3,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,0,,1,11,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,3,0,,,3,,,,2,,2,2,2,2,1,1,2,2,2,2,1,450,50,2,,,0,2,,,,0
2060674715,1,0,0,0,0,1,2,1,1,2,1,2,2,1,,,,,,,,7,2,1,0,2,2,0,2,2,3,2,2,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,91,0,,0,,0,,1,12,0,,0,,1,11,1,96,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,3,0,1,,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,540,150,2,,,0,2,,,,0
2060674716,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,1,0,3,0,7,0,2,2,2,1,2,2,1,2,0,,0,,1,13,0,,0,,0,,0,,0,,0,,1,11,0,,0,,1,10,0,,1,13,0,,0,,0,,0,,1,14,1,13,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,1,,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1000,200,2,,,0,2,,,,0
2060674717,1,0,0,0,0,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,7,2,7,7,3,3,0,7,3,7,7,7,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,5,0,,0,,1,8,1,16,1,1,0,,1,13,0,,0,,1,6,1,13,1,10,1,9,0,,0,,0,,0,,0,,0,,2,,,,,,,2,1,0,,2,,,,,1,,2,2,2,2,2,2,2,2,2,2,1,2000,300,2,,,0,2,,,,0
2060674718,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,2,7,2,5,0,7,7,5,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,1,1,1,6,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,1,30,,2,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,500,0,2,,,0,2,,,,0
2060674719,1,0,0,0,0,1,1,1,1,1,1,1,1,2,,,,,,,,7,2,1,1,1,3,0,7,0,3,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,1,30,1,,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,800,100,2,,,0,2,,,,0
2060674720,1,0,0,0,0,1,2,1,1,2,1,2,2,2,,,,,,,,7,1,1,1,0,2,0,7,0,2,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,1,15,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,,,3,,,,1,,2,2,2,2,2,1,2,2,2,2,2,1000,200,2,,,0,2,,,,0
2060674801,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,3,1,1,0,3,3,6,5,0,1,2,1,2,2,0,,2,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,1,14,0,,0,,1,1,0,,0,,1,6,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,5,,,3,,5,,1,,1,2,2,2,1,1,2,2,2,2,1,3350,0,2,,,0,2,,,,0
2060674802,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,4,2,3,5,0,6,2,6,7,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,12,0,,0,,1,7,1,6,1,9,1,12,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,5,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,800,0,2,,,0,2,,,,0
2060674803,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,1,2,2,4,0,2,3,5,7,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,1,98,0,,1,10,0,,1,12,0,,0,,1,6,1,6,1,6,1,6,0,,1,1,0,,0,,0,,0,,1,1,,,,,,,0,5,,,,,5,,,,2,2,2,2,1,1,2,2,2,2,1,2000,400,2,,,0,2,,,,0
2060674804,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,7,2,0,1,1,0,0,2,0,0,7,0,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,0,,0,,1,6,0,,0,,0,,1,6,1,13,1,7,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,5,,,,,5,,,,2,2,2,2,2,1,2,1,2,2,2,400,0,2,,,0,2,,,,0
2060674805,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,5,5,4,7,0,3,7,7,7,7,1,1,1,1,2,0,,0,,1,9,0,,0,,0,,0,,0,,0,,1,12,0,,0,,1,1,0,,0,,0,,1,11,1,5,1,12,1,1,1,6,1,11,1,13,0,,0,,0,,1,16,0,,0,,1,1,,,,,,,0,5,,,,,5,,,,1,2,2,2,1,1,2,2,2,2,1,5800,1200,2,,,0,2,,,,0
2060674921,1,0,0,0,0,1,1,2,1,2,1,2,2,2,,,,,,,,7,3,1,3,2,0,1,2,0,7,7,0,1,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,88,1,88,0,,1,80,0,,0,,0,,1,12,0,,1,87,1,12,1,12,1,92,1,92,0,,1,89,0,,0,,0,,0,,2,,,,,,,,2,0,1,,3,,,,1,,2,2,2,2,2,1,2,2,2,2,1,1200,400,2,,,0,2,,,,0
2061533725,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,4,2,2,0,7,2,7,7,4,1,1,2,1,2,1,15,0,,1,13,1,16,0,,0,,0,,0,,0,,1,14,0,,0,,0,,1,16,0,,0,,1,13,0,,0,,1,13,1,12,1,12,1,13,0,,1,15,0,,1,12,0,,0,,2,,,,,,,2,0,30,,,,,5,,,,2,2,2,2,1,1,2,2,2,2,1,1000,300,2,,,0,2,,,,0
2061533811,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,3,3,2,1,0,7,7,7,2,7,1,2,1,1,2,0,,0,,1,3,0,,0,,0,,0,,0,,0,,1,12,1,0,1,0,0,,1,15,1,0,0,,1,13,0,,1,10,1,0,1,0,1,4,1,10,0,,0,,0,,0,,0,,0,,1,1,,,,,,2,0,30,,,3,,,,1,,2,2,2,2,2,1,2,2,2,2,2,3000,1000,2,,,0,2,,,,0
2061533812,1,0,0,0,0,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,7,3,3,5,1,3,1,2,7,4,7,0,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,1,8,0,,1,4,0,,0,,0,,0,,0,,1,9,0,,1,11,0,,0,,0,,0,,0,,0,,2,,,,,,,,1,0,,,,4,,,,,2,2,2,2,2,1,2,1,2,2,2,4000,800,2,,,0,2,,,,0
2061533813,1,0,0,0,0,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,7,3,2,3,1,3,1,7,4,3,6,7,1,2,1,1,2,0,,0,,0,,0,,1,16,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,11,0,,1,6,0,,0,,1,6,0,,1,16,1,10,0,,0,,0,,0,,0,,0,,2,,,,,,,1,1,0,,,,,5,,,,2,2,2,2,2,2,2,1,2,1,2,2000,80,2,,,0,2,,,,0
2061533814,1,0,0,0,0,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,7,2,3,2,2,6,0,7,7,6,2,4,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,1,6,1,15,1,15,0,,1,16,0,,0,,1,10,1,10,0,,1,8,0,,0,,0,,0,,0,,0,,2,,,,,,,2,1,0,,2,,,,,2,,2,2,2,2,2,1,1,1,2,2,2,1000,600,2,,,0,2,,,,0
2061533815,1,0,0,0,0,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,7,2,7,7,2,2,0,7,7,7,7,0,1,2,1,2,2,1,13,0,,0,,0,,0,,0,,0,,0,,0,,1,2,1,6,0,,0,,1,15,1,11,0,,1,14,0,,0,,1,6,1,11,0,,1,11,1,11,0,,0,,0,,0,,0,,1,1,,,,,,1,1,0,,,,4,,,,,2,2,2,2,2,2,2,1,2,2,2,1500,100,1,2,1,0,1,2,2,1,0
2061678001,1,0,0,0,0,1,2,1,1,2,1,2,2,2,,,,,,,,7,1,0,2,2,1,3,2,2,3,7,7,3,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,16,0,,0,,0,,1,15,1,6,1,6,1,15,0,,0,,0,,1,8,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,20,,,3,,,,1,,2,2,2,2,2,2,2,2,2,2,2,700,0,2,,,0,1,3,,,0
2061678002,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,2,2,1,2,0,1,0,1,2,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,0,,1,72,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,7,0,,2,,,,,1,,2,2,2,2,2,1,2,1,2,2,2,1700,300,2,,,0,1,2,2,7,500
2061678003,1,0,0,0,0,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,7,1,7,3,1,7,1,7,2,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,1,5,0,,1,15,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,1,1,0,,,,,5,,,,2,2,2,2,1,2,2,2,2,2,1,3000,520,2,,,0,1,2,2,2,0
2061678004,1,0,0,0,0,1,2,2,2,2,1,2,2,2,,,,,,,,7,1,1,2,1,0,1,3,2,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,13,0,,0,,1,13,1,9,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,25,,2,,,,,1,,2,2,2,2,2,1,2,2,2,2,2,500,100,2,,,0,1,3,,,0
2061678005,1,0,0,0,0,1,2,1,1,2,1,2,2,2,,,,,,,,7,0,0,0,0,7,0,7,0,2,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,0,,1,13,0,,1,10,0,,0,,1,15,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,1,2,2,2,2,2,1,2400,60,2,,,0,2,,,,0
2061678206,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,1,2,1,3,2,2,2,3,2,4,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,1,15,0,,0,,1,15,1,13,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,15,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,9,,,,0
2061678207,1,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,7,2,2,3,1,7,2,3,2,2,7,7,1,2,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,98,0,,0,,0,,1,0,0,,0,,0,,0,,0,,0,,1,99,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,1,0,1,,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,500,100,2,,,0,2,,,,0
2061678208,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,6,1,7,1,1,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,2,99,1,15,0,,0,,1,0,0,,0,,1,80,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,30,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,1500,250,2,,,0,1,2,2,2,0
2061678209,1,0,0,0,0,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,7,0,7,2,0,2,0,3,3,7,7,7,1,2,1,1,2,0,,0,,0,,1,16,0,,0,,0,,0,,0,,0,,0,,1,16,0,,1,15,0,,0,,1,16,0,,0,,1,6,1,13,0,,0,,0,,1,13,0,,0,,0,,0,,1,1,,,,,,1,0,15,,,3,,,,1,,2,2,2,2,1,2,2,2,2,2,1,2500,2500,2,,,0,1,2,1,2,0
2061678210,1,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,7,3,3,2,3,2,7,7,7,7,1,2,1,2,1,0,,0,,0,,1,14,1,16,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,13,0,,0,,1,15,2,16,0,,0,,1,14,0,,0,,1,,2,3,,,,,0,20,,,3,,,,1,,1,2,2,2,2,2,2,2,2,2,2,3800,200,2,,,0,1,2,2,4,0
2061678216,1,0,0,0,0,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,7,2,2,4,1,2,1,7,3,7,7,6,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,20,,,3,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3000,300,2,,,0,1,1,1,4,0
2061678217,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,7,1,2,1,1,4,0,2,0,2,7,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,,,,,0,15,,,3,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1800,50,2,,,0,1,2,2,3,0
2061678218,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,7,2,2,1,3,1,3,2,0,7,7,7,1,2,1,1,2,0,,0,,0,,0,,1,13,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,16,0,,0,,1,8,0,,0,,1,16,0,,1,13,0,,0,,0,,0,,1,,2,,,,,1,0,10,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,2500,100,2,,,0,1,3,,,0
2061678219,1,0,0,0,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,7,1,2,2,2,7,0,1,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,1,4,1,6,0,,0,,0,,1,8,0,,0,,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,20,,,3,,5,,,,2,2,2,2,2,2,2,1,2,2,2,2800,50,2,,,0,1,3,,,0
2061678321,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,2,7,0,1,3,2,7,2,4,7,7,1,2,1,1,2,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,14,0,,1,16,1,13,0,,1,15,0,,0,,1,12,1,11,0,,0,,0,,1,10,0,,0,,0,,0,,1,1,,,,,,1,0,25,,2,3,,,,1,,1,2,2,2,2,2,2,1,2,2,2,3600,120,2,,,0,1,2,1,3,0
2003048202,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,7,1,2,1,2,3,0,4,1,7,7,7,1,1,2,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,0,1,16,0,,0,,1,9,0,,0,,1,0,1,98,0,,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,1,1,0,,2,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,4700,1200,2,,,0,2,,,,0
2003048203,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,6,2,0,2,5,7,7,7,1,1,1,2,1,0,,2,15,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,2,15,1,9,0,,1,13,1,13,0,,1,9,1,8,1,8,1,13,1,96,1,12,0,,1,13,1,13,0,,1,1,,,,,,2,0,40,,2,,,5,,2,,1,2,2,2,2,2,2,1,2,2,2,3600,500,1,2,2,0,2,,,,0
2003048205,1,0,0,0,0,2,2,1,1,2,1,2,2,2,,,,,,,,7,1,3,3,2,2,0,5,2,7,7,7,1,1,2,2,1,0,,1,12,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,1,96,0,,0,,0,,1,10,0,,0,,1,10,1,1,1,1,1,11,0,,0,,0,,1,8,1,8,0,,1,1,,,,,,,0,30,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3700,500,2,,,0,2,,,,0
2003048206,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,0,0,7,7,7,7,4,0,7,7,7,7,1,1,1,1,1,2,16,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,0,,3,14,1,10,0,,1,10,0,,1,10,1,8,1,10,1,6,1,12,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,2,,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,950,150,2,,,0,2,,,,0
2003136001,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,4,2,2,4,2,7,2,7,7,2,1,1,1,1,2,1,13,0,,1,96,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,6,1,14,0,,0,,1,6,0,,1,12,1,1,1,1,1,13,1,1,1,11,1,11,0,,0,,0,,0,,1,1,,,,,,,0,45,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,4000,600,2,,,0,2,,,,0
2003136002,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,4,7,7,2,1,2,7,7,7,7,7,1,1,1,1,1,0,,0,,1,15,0,,0,,0,,0,,0,,0,,1,10,0,,1,92,0,,2,13,0,,0,,0,,0,,1,12,1,15,1,11,1,11,1,11,0,,3,14,0,,1,12,0,,0,,1,1,,,,,,,0,40,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,3600,1700,2,,,0,2,,,,0
2003136003,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,5,6,2,1,2,3,2,7,3,7,1,1,1,1,2,0,,0,,1,94,0,,0,,0,,0,,0,,0,,1,6,0,,1,96,1,1,1,13,0,,0,,1,96,0,,1,6,1,1,1,96,1,1,1,1,0,,1,1,0,,0,,0,,0,,1,1,,,,,,,0,40,,,3,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3500,200,2,,,0,9,,,,0
2003136004,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,4,5,2,4,5,5,3,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,10,2,15,0,,0,,1,12,0,,1,11,1,1,1,11,1,11,1,14,0,,1,13,0,,0,,0,,0,,1,1,,,,,,1,1,30,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,4600,1200,2,,,0,2,,,,0
2003136005,1,0,0,0,0,1,2,1,1,2,1,2,2,1,,,,,,,,7,0,2,1,2,1,2,3,0,7,7,7,3,2,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,1,15,0,,0,,1,2,0,,0,,1,0,1,0,0,,1,98,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,1,0,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,1500,100,2,,,0,2,,,,0
2003136307,1,0,0,0,0,1,1,1,1,1,1,1,1,2,,,,,,,,7,3,3,1,3,3,3,3,7,7,7,7,1,2,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,9,1,10,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,1,,,,,,,1,0,,,,,,6,2,,2,2,2,2,2,2,1,2,2,2,2,200,0,2,,,0,2,,,,0
2003136308,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,4,2,0,2,3,2,3,7,7,1,2,1,1,2,0,,1,6,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,0,,1,12,0,,0,,1,15,0,,0,,1,8,1,8,1,13,1,13,0,,2,13,0,,0,,0,,0,,1,1,,,,,,,0,30,,,3,,,,2,,2,2,2,2,2,1,2,2,2,2,2,3500,700,2,,,0,2,,,,0
2003136310,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,3,7,1,1,2,1,3,7,7,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,1,14,0,,0,,1,12,0,,0,,1,11,1,9,1,15,1,16,0,,1,8,0,,0,,0,,0,,1,1,,,,,,,0,45,,,,,5,,,,2,2,2,2,1,2,2,2,2,2,1,3300,250,2,,,0,1,3,,,0
2003136311,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,5,4,4,1,5,7,7,7,7,2,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,1,10,1,15,0,,0,,1,13,0,,0,,1,14,1,14,1,8,1,11,0,,1,10,0,,1,12,0,,0,,1,1,,,,,,1,0,45,,,3,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,2400,500,2,,,0,2,,,,0
2003136312,1,0,0,0,0,1,1,1,1,1,1,2,2,2,,,,,,,,7,1,1,0,1,7,0,7,2,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,,1,15,0,,0,,1,11,1,15,0,,1,13,1,66,1,14,0,,0,,0,,0,,2,,,,,,,,0,40,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,2000,500,2,,,0,9,,,,0
2003136713,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,4,4,4,2,7,7,7,4,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,1,14,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,1,0,,,3,,,,1,,2,2,2,2,2,1,1,2,2,2,2,1200,100,2,,,0,9,,,,0
2003136714,1,0,0,0,0,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,7,0,2,2,1,4,0,4,2,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,1,9,0,,0,,1,6,0,,0,,1,1,1,1,1,4,1,4,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,40,,,,,5,,,,2,2,2,2,2,2,2,1,2,2,2,2000,100,2,,,0,2,,,,0
2003136715,1,0,0,0,0,1,1,1,1,1,1,1,2,2,,,,,,,,7,0,0,0,0,7,0,7,7,7,7,7,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,1,11,0,,0,,1,10,0,,0,,1,8,1,8,0,,0,,0,,1,11,0,,0,,0,,0,,2,,,,,,,,1,0,,,3,,,,2,,2,2,2,2,1,2,2,2,2,2,1,1000,0,2,,,0,9,,,,0
2003136716,1,0,0,0,0,1,1,1,1,2,1,1,1,1,,,,,,,,7,2,4,4,2,3,2,3,7,7,7,7,1,2,1,2,1,0,,1,13,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,1,6,0,,1,8,0,,1,10,0,,0,,1,10,1,6,1,6,1,8,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,2,,,,,2,,1,2,2,2,2,1,2,2,2,2,2,5000,0,2,,,0,9,,,,0
2003136717,1,0,0,0,0,1,2,1,1,2,2,2,2,2,,,,,,,,7,1,2,7,1,0,2,7,4,5,7,0,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,0,,0,,1,1,0,,0,,1,96,0,,0,,0,,0,,1,96,0,,0,,0,,0,,1,1,,,,,,,2,0,,,,,5,,,,2,2,2,2,1,1,2,2,2,2,1,1000,100,2,,,0,2,,,,0
2003136919,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,3,5,2,3,2,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,1,0,0,,0,,0,,0,,0,,0,,1,4,1,1,1,6,0,,0,,1,6,0,,0,,0,,0,,1,1,,,,,,,0,45,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,1900,100,2,,,0,2,,,,0
2003136920,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,4,2,2,3,1,4,2,4,7,7,1,1,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,1,1,1,15,0,,0,,1,13,0,,0,,1,6,1,6,1,13,1,16,0,,1,9,0,,0,,0,,0,,1,1,,,,,,1,0,45,,2,,,5,,2,,2,2,2,2,1,2,2,2,2,2,1,4600,400,2,,,0,2,,,,0
2062581201,1,0,0,0,0,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,7,2,3,2,1,2,0,2,1,3,2,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,6,0,,0,,0,,0,,0,,1,6,0,,0,,0,,0,,0,,0,,2,,,,,,,1,3,0,,,3,,5,,2,,2,2,2,2,1,1,2,1,2,2,1,2000,300,2,,,0,1,2,2,2,0
